chr12	111506630	111508170	111507591	111508170	+	SVA_C
chr11	85852347	85853677	85853093	85853677	+	SVA_C
chr7	91886846	91889713	91889127	91889713	+	SVA_A
chr13	40899739	40901912	40901326	40901912	+	SVA_D
chr11	92156863	92158986	92158335	92158918	+	SVA_D
chr1	27063438	27065601	27064979	27065559	+	SVA_E
chr14	100344062	100345675	100345092	100345675	+	SVA_D
chr1	86215086	86217337	86216752	86217337	+	SVA_F
chr17	28223038	28225300	28224715	28225300	+	SVA_F
chrX	109670601	109672092	109671509	109672092	+	SVA_B
chr4	86995280	86996741	86996155	86996741	+	SVA_D
chr12	45999607	46001131	46000544	46001131	+	SVA_A
chr3	48055176	48057654	48057040	48057625	+	SVA_F
chr4	82077040	82078619	82078015	82078574	+	SVA_E
chr2	96460786	96463122	96462537	96463122	+	SVA_F
chr5	78096005	78098296	78097711	78098296	+	SVA_D
chr5	39333555	39334995	39334748	39334995	+	SVA_D
chr4	170045722	170047596	170046993	170047562	+	SVA_D
chr7	64717289	64718884	64718301	64718884	+	SVA_D
chr5	93985359	93987034	93986451	93987034	+	SVA_B
chr7	2161104	2162602	2162021	2162602	+	SVA_B
chr9	26491944	26494015	26493401	26493979	+	SVA_B
chr3	122746617	122748398	122747812	122748398	+	SVA_D
chr3	128953568	128956233	128955609	128956194	+	SVA_F
chr14	100180264	100181969	100181360	100181945	+	SVA_D
chr2	54485158	54486746	54486160	54486746	+	SVA_D
chr1	153582339	153583909	153583324	153583909	+	SVA_D
chr17	26637493	26639889	26639279	26639865	+	SVA_D
chr4	138853456	138855279	138854696	138855279	+	SVA_D
chr19	44488048	44489755	44489169	44489755	+	SVA_D
chr15	60946234	60947708	60947124	60947708	+	SVA_C
chr2	135105203	135106773	135106189	135106773	+	SVA_C
chr1	20814749	20817259	20816677	20817259	+	SVA_E
chr16	18733729	18735267	18734684	18735267	+	SVA_B
chrX	27457812	27459560	27458973	27459560	+	SVA_A
chr18	11958977	11960806	11960076	11960662	+	SVA_D
chr17	15866757	15868381	15867799	15868381	+	SVA_D
chr20	5452297	5454164	5453587	5454164	+	SVA_A
chr11	74327793	74329146	74328563	74329146	+	SVA_B
chr4	103722664	103724048	103723465	103724048	+	SVA_B
chr11	79191095	79192772	79192186	79192772	+	SVA_D
chr1	45723959	45726117	45725523	45726090	+	SVA_E
chr6	27652930	27654404	27653822	27654404	+	SVA_B
chr17	18297422	18299070	18298484	18299070	+	SVA_D
chr12	49860209	49862000	49861414	49862000	+	SVA_D
chrX	63392396	63394169	63393583	63394169	+	SVA_D
chr3	8439018	8441246	8440660	8441246	+	SVA_D
chr19	21614293	21615546	21614961	21615546	+	SVA_F
chr5	88615188	88616818	88616248	88616818	+	SVA_C
chr16	23582704	23584274	23583690	23584274	+	SVA_C
chr19	50140347	50141873	50141294	50141873	+	SVA_D
chr2	183478525	183480014	183479433	183480014	+	SVA_B
chr1	156327262	156328873	156328287	156328873	+	SVA_D
chr16	8981458	8982768	8982150	8982730	+	SVA_C
chr4	57223765	57225198	57224612	57225198	+	SVA_D
chr9	107775292	107778318	107777713	107778298	+	SVA_F
chr13	19778355	19780825	19780241	19780825	+	SVA_F
chr20	49921416	49923150	49922551	49923118	+	SVA_F
chr18	47827453	47828962	47828365	47828948	+	SVA_B
chr19	19769464	19770833	19770250	19770833	+	SVA_B
chr2	169326128	169328485	169328342	169328446	+	SVA_F
chr2	234562131	234563625	234563039	234563625	+	SVA_A
chr2	197618052	197619792	197619173	197619758	+	SVA_D
chrX	25905232	25906798	25906213	25906798	+	SVA_A
chr17	77775636	77777660	77777078	77777660	+	SVA_E
chr9	122851458	122853397	122852812	122853397	+	SVA_D
chr12	56878650	56880233	56879650	56880233	+	SVA_B
chr4	121237895	121239357	121238775	121239357	+	SVA_B
chr19	20137274	20138625	20138039	20138625	+	SVA_D
chr9	111639904	111642653	111642041	111642603	+	SVA_F
chr20	36999420	37001776	37001190	37001776	+	SVA_D
chr4	169827754	169829255	169828655	169829238	+	SVA_B
chr9	83272058	83273626	83273042	83273626	+	SVA_C
chr11	28429351	28431826	28431216	28431801	+	SVA_F
chr16	48951085	48952762	48952178	48952762	+	SVA_C
chr6	35339726	35341010	35340746	35340993	+	SVA_D
chr6	52824723	52826369	52825782	52826369	+	SVA_A
chr13	87561062	87562466	87561857	87562428	+	SVA_B
chr8	5724712	5726231	5725645	5726231	+	SVA_D
chr3	101550871	101552496	101551909	101552496	+	SVA_A
chr2	221891492	221893049	221892463	221893049	+	SVA_D
chr15	43004339	43006128	43005521	43006104	+	SVA_B
chr12	41222	43319	42737	43319	+	SVA_E
chr1	39807594	39808954	39808371	39808954	+	SVA_B
chr9	6622240	6623631	6623046	6623631	+	SVA_D
chr6	29932005	29933753	29933166	29933753	+	SVA_A
chr16	70203731	70205973	70205388	70205973	+	SVA_F
chrX	134959696	134961163	134960576	134961163	+	SVA_D
chr16	53538513	53540299	53539680	53540246	+	SVA_D
chr22	29551786	29553253	29552670	29553253	+	SVA_C
chr14	76749584	76751388	76750802	76751388	+	SVA_D
chr8	133756868	133759061	133758476	133759061	+	SVA_D
chr3	186873233	186875104	186874489	186875075	+	SVA_D
chrX	71675148	71677552	71676966	71677552	+	SVA_A
chr2	129833026	129834328	129833745	129834328	+	SVA_B
chr22	42971094	42972512	42971939	42972512	+	SVA_B
chr12	75941006	75942937	75942543	75942937	+	SVA_D
chr2	177944804	177947813	177947200	177947784	+	SVA_F
chr1	39999021	40000639	40000053	40000639	+	SVA_D
chr22	41294024	41295715	41295129	41295715	+	SVA_D
chr19	58146518	58148410	58147824	58148410	+	SVA_D
chrX	30601530	30603899	30603314	30603899	+	SVA_F
chr16	46999448	47001303	47000719	47001303	+	SVA_D
chr14	94657426	94658900	94658316	94658900	+	SVA_C
chr14	67340669	67342246	67341662	67342246	+	SVA_A
chr1	147061204	147062787	147062204	147062787	+	SVA_B
chr20	35152851	35155074	35154489	35155074	+	SVA_F
chr17	58141723	58143521	58142937	58143521	+	SVA_D
chr14	21697292	21698592	21698009	21698592	+	SVA_B
chr22	19083682	19085107	19084860	19085107	+	SVA_D
chr9	33667071	33668370	33667789	33668370	+	SVA_C
chr11	62277842	62280342	62279727	62280312	+	SVA_F
chr17	59499448	59501160	59500579	59501160	+	SVA_B
chr5	76811569	76813693	76813107	76813693	+	SVA_D
chr1	21052544	21054486	21053900	21054486	+	SVA_D
chr14_GL000225v1_random	189933	191469	190906	191469	+	SVA_D
chr1	160531383	160533312	160532725	160533312	+	SVA_A
chr1	10028344	10029766	10029180	10029766	+	SVA_D
chr2	111672042	111673490	111672907	111673490	+	SVA_B
chr12	27873300	27874868	27874282	27874868	+	SVA_D
chr19	23172539	23174092	23173450	23174034	+	SVA_C
chr20	33698513	33700714	33700131	33700714	+	SVA_D
chr4	151390035	151391866	151391284	151391866	+	SVA_E
chr20	4031864	4034099	4033517	4034099	+	SVA_E
chr9	34936037	34937664	34937079	34937664	+	SVA_D
chr3	42796883	42799307	42798722	42799307	+	SVA_F
chr8	66231629	66233454	66232868	66233454	+	SVA_D
chr1	26595385	26597516	26596930	26597516	+	SVA_D
chr10	43242496	43244402	43243815	43244402	+	SVA_A
chr11	5960227	5961764	5961181	5961764	+	SVA_B
chr6	113931612	113932841	113932221	113932802	+	SVA_F
chr22	21846984	21848451	21847868	21848451	+	SVA_B
chrX	74097733	74099380	74098778	74099338	+	SVA_B
chr15	72395802	72397643	72397057	72397643	+	SVA_D
chr9	131907197	131908893	131908307	131908893	+	SVA_D
chr7	1069347	1070462	1070395	1070462	+	SVA_F
chr3	88303161	88304384	88303748	88304335	+	SVA_A
chr2	54698385	54699830	54699243	54699830	+	SVA_C
chr10	28771145	28772674	28772092	28772674	+	SVA_B
chr14	57333056	57334474	57334227	57334474	+	SVA_D
chr1	43501210	43502976	43502390	43502976	+	SVA_D
chr2	44587440	44589903	44589321	44589903	+	SVA_E
chr9	134075112	134076577	134075995	134076577	+	SVA_B
chr16	13889052	13890211	13889628	13890211	+	SVA_B
chrX	69421322	69422997	69422414	69422997	+	SVA_B
chr22	30066061	30067525	30066941	30067525	+	SVA_C
chr2	126162	127645	127063	127645	+	SVA_E
chr9	26663625	26665225	26664642	26665225	+	SVA_B
chr9	34136815	34138766	34138180	34138766	+	SVA_D
chrX	46274680	46276665	46276079	46276665	+	SVA_D
chr19	23963379	23965133	23964546	23965133	+	SVA_A
